SHIP_ID,SHIPNAME,PORT_ID,PORT_NAME,CENTERX,CENTERY,COUNTRY_CODE,IMO,TIMESTAMP_UTC,PORT_TYPE_NAME,FROM_NOANCH_ID,FROM_NOANCH_NAME,FROM_PORT_ID,FROM_PORT_NAME,TIMEZONE,MOVE_TYPE_NAME,MMSI,INTRANSIT_NAME
6150176,LAKSMANA,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639793220,Port,,,,,7,DEPARTURE,525101109,Not in Transit
6781194,SUMBER STRONG 3600,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639793160,Port,,,,,7,DEPARTURE,525100140,Not in Transit
5359719,DUMAI LINE 8,20469,BATU AMPAR,103.9968,1.167131,ID,9843273,1639792500,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525100877,Not in Transit
6055896,TB MENTARI 1,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639792380,Port,17435,SURALAYA,17435,SURALAYA,7,ARRIVAL,525400840,Not in Transit
5720021,AYU 68,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639792140,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,525019610,Not in Transit
6745897,MHM 02,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639792020,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525301025,Not in Transit
6542125,RENI FADHILA,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639791780,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525201334,In Transit
703284,NL 925,20469,BATU AMPAR,103.9968,1.167131,ID,9117935,1639791600,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525007025,Not in Transit
5880497,TB HEMINGWAY 4,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639791540,Port,,,,,7,DEPARTURE,525007409,Not in Transit
3835011,MEGAMAS STAR,20469,BATU AMPAR,103.9968,1.167131,ID,9796523,1639791480,Port,290,SINGAPORE,22618,BATU AMPAR ANCH,7,ARRIVAL,525021392,Not in Transit
5991271,SPOB LANCANG KUNING,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639791000,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525003375,Not in Transit
703284,NL 925,20469,BATU AMPAR,103.9968,1.167131,ID,9117935,1639789860,Port,,,,,7,DEPARTURE,525007025,Not in Transit
6745897,MHM 02,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639789860,Port,,,,,7,DEPARTURE,525301025,Not in Transit
5860246,HEMINGWAY 2,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639789680,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525020036,Not in Transit
6128881,BUANA BETA,20469,BATU AMPAR,103.9968,1.167131,ID,9899210,1639789680,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,525500422,Not in Transit
724720,LL WEI HENG,20469,BATU AMPAR,103.9968,1.167131,ID,9550890,1639789380,Port,20609,JAKARTA ANCH,20609,JAKARTA ANCH,7,ARRIVAL,525200120,Not in Transit
6745897,MHM 02,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639789020,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525301025,Not in Transit
703284,NL 925,20469,BATU AMPAR,103.9968,1.167131,ID,9117935,1639788960,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525007025,Not in Transit
5860246,HEMINGWAY 2,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639788720,Port,,,,,7,DEPARTURE,525020036,Not in Transit
6124412,DUMAI LINE 12,20469,BATU AMPAR,103.9968,1.167131,ID,9891634,1639788180,Port,,,,,7,DEPARTURE,525500842,Not in Transit
5991271,SPOB LANCANG KUNING,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639788120,Port,,,,,7,DEPARTURE,525003375,Not in Transit
6625664,BATAM JET 5,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639788060,Port,,,,,7,DEPARTURE,525021213,Not in Transit
6423568,ABHIMATA 1,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639788000,Port,,,,,7,DEPARTURE,525101275,Not in Transit
6769387,KM.PIONEER 9,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639787820,Port,1613,JAKARTA,22618,BATU AMPAR ANCH,7,ARRIVAL,525003517,Not in Transit
703284,NL 925,20469,BATU AMPAR,103.9968,1.167131,ID,9117935,1639787460,Port,,,,,7,DEPARTURE,525007025,Not in Transit
6745897,MHM 02,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639787340,Port,,,,,7,DEPARTURE,525301025,Not in Transit
1869849,MULTI JASA,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639787220,Port,,,,,7,DEPARTURE,525018067,In Transit
6088330,BUANA ALPHA,20469,BATU AMPAR,103.9968,1.167131,ID,9892729,1639786980,Port,,,,,7,DEPARTURE,525119148,Not in Transit
1869849,MULTI JASA,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639786620,Port,21855,KABIL,21855,KABIL,7,ARRIVAL,525018067,In Transit
5583714,MDM EXPRESS,20469,BATU AMPAR,103.9968,1.167131,ID,9854571,1639786560,Port,,,,,7,DEPARTURE,525200061,Not in Transit
703446,DUMAI EXPRESS 12,20469,BATU AMPAR,103.9968,1.167131,ID,8740876,1639786200,Port,,,,,7,DEPARTURE,525009091,In Transit
6883875,PLJQ,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639785840,Port,,,,,7,DEPARTURE,525000001,Not in Transit
6099620,TB SUMBER Z MARINE,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639785600,Port,,,,,7,DEPARTURE,525018353,Not in Transit
5107111,SUMBER TRUST,20469,BATU AMPAR,103.9968,1.167131,ID,8504363,1639785180,Port,,,,,7,DEPARTURE,525018170,Not in Transit
703074,BUDI JASA 19,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639783800,Port,,,,,7,DEPARTURE,525004071,Not in Transit
6513539,TB.EL NINA SAMUDRA,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639782420,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525100340,Not in Transit
705089,BATAM INDAH 8,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639781520,Port,,,,,7,DEPARTURE,525021052,Not in Transit
5079720,FUKU,20469,BATU AMPAR,103.9968,1.167131,ID,8821125,1639781220,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525100404,Not in Transit
6513539,TB.EL NINA SAMUDRA,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639780620,Port,,,,,7,DEPARTURE,525100340,Not in Transit
3418852,PROFIT SANDALFORD,20469,BATU AMPAR,103.9968,1.167131,ID,9738363,1639780560,Port,,,,,7,DEPARTURE,563032630,Not in Transit
6883875,PLJQ,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639779840,Port,19938,KENDARI,22618,BATU AMPAR ANCH,7,ARRIVAL,525000001,Not in Transit
5587954,SURYA INDAH,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639778940,Port,,,,,7,DEPARTURE,525012045,Not in Transit
724231,AN YANG,20469,BATU AMPAR,103.9968,1.167131,ID,9058268,1639778160,Port,,,,,7,DEPARTURE,563001220,Not in Transit
729072,TOLL EMPEROR,20469,BATU AMPAR,103.9968,1.167131,ID,9355927,1639777920,Port,,,,,7,DEPARTURE,564855000,Not in Transit
704641,DELAPAN SEMBILAN 89,20469,BATU AMPAR,103.9968,1.167131,ID,9574767,1639777620,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,525018201,Not in Transit
724366,WINSTAR CHAMPION,20469,BATU AMPAR,103.9968,1.167131,ID,9208552,1639777020,Port,,,,,7,DEPARTURE,563004940,Not in Transit
703633,PENGUIN INDORAYA II,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639776960,Port,,,,,7,DEPARTURE,525003230,Not in Transit
6138757,KM MEKAR 02,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639774380,Port,,,,,7,DEPARTURE,525600514,Not in Transit
6510844,FARREN,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639774080,Port,,,,,7,DEPARTURE,525201240,Not in Transit
3970317,KM. SUNLY 10,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639773180,Port,,,,,7,DEPARTURE,525005341,In Transit
6897226,CIPTAJAYAMANDIRI,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639772340,Port,,,,,7,DEPARTURE,525020108,Not in Transit
4649358,CAHAYA JAYA,20469,BATU AMPAR,103.9968,1.167131,ID,8984719,1639772160,Port,,,,,7,DEPARTURE,525021070,Not in Transit
3516690,ELANG TIRTA I,20469,BATU AMPAR,103.9968,1.167131,ID,9779903,1639771920,Port,,,,,7,DEPARTURE,525003395,Not in Transit
5990194,PNH,20469,BATU AMPAR,103.9968,1.167131,ID,9872494,1639770900,Port,,,,,7,DEPARTURE,525300940,Not in Transit
3970317,KM. SUNLY 10,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639770720,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,525005341,In Transit
3860353,LEGEND AQUARIUS,20469,BATU AMPAR,103.9968,1.167131,ID,9797072,1639769880,Port,,,,,7,DEPARTURE,563035990,Not in Transit
6047177,TB CAPRICORN 120,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639769820,Port,,,,,7,DEPARTURE,525100265,Not in Transit
729072,TOLL EMPEROR,20469,BATU AMPAR,103.9968,1.167131,ID,9355927,1639766340,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,564855000,Not in Transit
4476496,MEGAMAS SWEET,20469,BATU AMPAR,103.9968,1.167131,ID,9820001,1639765920,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,525100095,Not in Transit
4249918,MURAH REZEKI,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639764540,Port,,,,,7,DEPARTURE,525003408,Not in Transit
3860353,LEGEND AQUARIUS,20469,BATU AMPAR,103.9968,1.167131,ID,9797072,1639764480,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,563035990,Not in Transit
724589,BW LOYALTY,20469,BATU AMPAR,103.9968,1.167131,ID,9492622,1639764120,Port,,,,,7,DEPARTURE,563010370,Not in Transit
729068,TOLL JADE,20469,BATU AMPAR,103.9968,1.167131,ID,9355915,1639763520,Port,,,,,7,DEPARTURE,564852000,Not in Transit
3542148,PANINDO 2,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639762920,Port,,,,,7,DEPARTURE,563033490,Not in Transit
724301,BW ENDURANCE,20469,BATU AMPAR,103.9968,1.167131,ID,9264984,1639762500,Port,290,SINGAPORE,22618,BATU AMPAR ANCH,7,ARRIVAL,563003240,Not in Transit
724358,WINSTAR GRACE,20469,BATU AMPAR,103.9968,1.167131,ID,9092836,1639761840,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,563004680,Not in Transit
6269337,TB KINGSTON 808,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639758600,Port,,,,,7,DEPARTURE,525200788,In Transit
4249918,MURAH REZEKI,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639757340,Port,1634,PASIR GUDANG,24756,TANGGUH ANCH,7,ARRIVAL,525003408,Not in Transit
6045705,SURYA PERKASA 502,20469,BATU AMPAR,103.9968,1.167131,ID,8690942,1639757160,Port,25514,PELINTUNG,22428,DUMAI ANCH,7,ARRIVAL,525400845,Not in Transit
5392023,RED SNAPPER,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639756980,Port,,,,,7,DEPARTURE,525070603,In Transit
703074,BUDI JASA 19,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639756740,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,525004071,Not in Transit
6099540,IG ALPHA,20469,BATU AMPAR,103.9968,1.167131,ID,9894404,1639756560,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,563100400,Not in Transit
6017049,LCT BAHTERA ABADI 1,20469,BATU AMPAR,103.9968,1.167131,ID,8679900,1639755660,Port,22618,BATU AMPAR ANCH,22618,BATU AMPAR ANCH,7,ARRIVAL,525024363,Not in Transit
6143078,ATAKA II,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639755240,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,525500841,Not in Transit
704050,NUSANTARA 9,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639755180,Port,,,,,7,DEPARTURE,525015641,Not in Transit
6269337,TB KINGSTON 808,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639754520,Port,2461,SAMARINDA,2461,SAMARINDA,7,ARRIVAL,525200788,In Transit
5392023,RED SNAPPER,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639753440,Port,20469,BATU AMPAR,20469,BATU AMPAR,7,ARRIVAL,525070603,In Transit
705089,BATAM INDAH 8,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639753320,Port,290,SINGAPORE,290,SINGAPORE,7,ARRIVAL,525021052,Not in Transit
5944298,KM.SINAR MAS 6 EKS.A,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639752660,Port,1634,PASIR GUDANG,1634,PASIR GUDANG,7,ARRIVAL,525007058,Not in Transit
703197,TRITON 501,20469,BATU AMPAR,103.9968,1.167131,ID,9691826,1639751580,Port,,,,,7,DEPARTURE,525005268,Not in Transit
3970317,KM. SUNLY 10,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639750860,Port,,,,,7,DEPARTURE,525005341,In Transit
6561726,KLM KIM LIE,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639750380,Port,,,,,7,DEPARTURE,525676767,Not in Transit
724231,AN YANG,20469,BATU AMPAR,103.9968,1.167131,ID,9058268,1639750260,Port,,,,,7,ARRIVAL,563001220,Not in Transit
5720021,AYU 68,20469,BATU AMPAR,103.9968,1.167131,ID,0,1639749300,Port,,,,,7,DEPARTURE,525019610,Not in Transit
5079720,FUKU,20469,BATU AMPAR,103.9968,1.167131,ID,8821125,1639748640,Port,,,,,7,DEPARTURE,525100404,Not in Transit
3456724,SM XXI,20469,BATU AMPAR,103.9968,1.167131,ID,9779343,1639748340,Port,22618,BATU AMPAR ANCH,22618,BATU AMPAR ANCH,7,ARRIVAL,525018349,Not in Transit
706068,ASIA GLORY 6,20469,BATU AMPAR,103.9968,1.167131,ID,9101572,1639748220,Port,17433,MERAK,22618,BATU AMPAR ANCH,7,ARRIVAL,525200078,Not in Transit
